,loading,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
2245,109.73,2,18.028,13.382,16.339,15.607,11.705,19.562,11.471,16.158,22.49,11.704,16.001,17.884,13.652,17.103,669.309,0
2246,98.6,11,17.57,10.3,16.858,18.185,9.147,17.716,12.03,16.379,18.364,8.253,15.783,10.556,9.9,15.114,700.2952,0
2247,112.27,8,16.993,10.468,17.845,19.117,10.819,17.667,12.453,16.686,20.63,13.112,14.627,15.615,14.629,17.1384,640.792,0
2248,253.17,5,18.991,12.124,16.763,18.02,11.335,18.212,11.058,13.559,20.217,12.479,15.63,17.896,13.484,18.322,680.1211999999999,1
2249,188.24,5,16.223,12.239,19.442,16.805,10.957,17.262,13.009,17.243,22.627,10.102,14.659,17.145,16.136,16.322,671.198,0
2250,141.86,9,17.758,12.559,17.249,16.249,11.387,17.934,10.534,16.173,19.278,10.99,16.048,17.927,10.436,14.736,593.463,0
2251,122.27,7,18.538,10.939,17.326,19.451,12.822,19.681,10.038,16.843,16.736,14.029,16.042,16.358,14.756,17.694,830.792,0
2252,107.58,11,18.592,10.576,17.153,18.03,12.625,20.318,10.722,17.59,20.574,11.431,15.080599999999999,18.224,15.758000000000001,15.314,821.671,0
2253,179.43,4,18.639,10.658,17.977,17.702,11.26,21.496,10.793,16.234,21.456,12.314,16.469,17.07,16.165,15.098,919.681,1
2254,115.7,10,17.951,11.172,18.327,16.335,12.818,20.826,11.514,16.25,16.622,13.532,14.854,16.429,14.261,17.944,764.8860000000001,0
2255,120.17,4,17.823,12.494,17.389,19.021,11.306,18.396,12.173,15.675,19.441,13.695,16.663,16.688,15.257,13.328,707.744,0
2256,122.98,6,19.449,11.846,16.942,17.752,11.583,20.315,12.736,13.383,21.701,13.082,15.205,15.904,17.569,21.18,794.196,1
2257,200.98,4,18.252,11.525,17.543,16.088,12.512,18.519,10.592,16.838,17.481,12.632,14.618,15.065,15.153,14.46,664.886,0
2258,142.91,4,19.299,10.969,16.37,15.497,12.583,20.128,11.582,16.583,19.415,13.577,16.053,16.881,13.617,15.586400000000001,697.254,0
2259,221.48,6,17.091,12.434,15.543,17.11,11.612,19.365,14.184,16.369,18.946,11.509,15.862,14.815,13.764,17.791,629.839,0
2260,110.01,4,17.976,11.924,17.415,16.59,10.75,20.476,10.536,15.891,17.079,14.775,15.161,15.4802,14.337,17.316,682.6701999999999,1
2261,109.03,4,18.699,10.515,16.534,19.227,11.255,17.27,10.66,15.579,18.965,12.574,17.104,15.963,12.969,17.805,544.859,1
2262,95.95,4,17.552,12.975,16.775,17.352,11.134,19.142,11.451,17.384,18.234,8.856,15.926,14.528,14.718,16.215,687.904,0
2263,141.76,5,18.559,12.262,16.634,19.612,9.526,18.177,10.719,14.75,21.45,12.161,17.423,18.244,14.782,13.233,614.605,0
2264,96.29,3,18.472,12.453,18.025,16.355,10.427,19.077,12.073,15.361,18.749,12.414,15.77,14.3,13.884,17.471,705.177,0
2265,115.91,1,18.552,10.467,19.582,17.055,11.277,19.145,11.566,15.855,18.577,9.543,16.263,17.572,15.35,14.176,814.98,0
2266,203.06,3,16.896,10.809,16.264,17.428,11.012,18.979,11.299,15.93,20.396,13.169,14.148,13.535,15.893600000000001,15.934,611.668,1
2267,159.73,3,18.933,11.083,18.852,16.52,11.231,19.226,11.888,15.902,17.648,13.513,14.981,14.128,15.968,17.328,770.798,0
2268,124.07,4,17.824,12.018,15.293,16.705,13.054,20.361,10.899200000000002,14.482,22.107,12.13,15.3256,15.479399999999998,16.377,15.519,710.221,0
2269,126.26,8,16.209,11.655,15.914,16.478,13.453,18.858,12.415,15.962,20.478,15.371,15.073,15.698,17.323,19.439,629.701,0
2270,50.71,12,18.002,12.346,16.542,17.988,12.354,17.913,10.273,14.897,19.333599999999997,9.845,15.494,15.151,15.799,17.566,617.713,0
2271,67.85,6,16.618,10.766,17.38,18.606,10.944,18.66,12.159,17.384,20.986,12.168,16.818,15.56,17.426,15.31,682.381,0
2272,156.91,10,19.591,11.35,17.19,18.973,12.538,19.87,10.767,16.052,20.602,12.013,13.579,18.784,13.29,16.986,822.605,0
2273,93.23,4,17.995,10.49,17.288,15.654,12.746,18.065,12.506,14.339,17.854,12.555,15.454,14.616,13.586,16.581,592.641,0
2274,99.51,2,17.56,9.748,15.603,18.596,12.459,19.038,11.089,16.353,20.586,9.664,15.38,15.573,16.397,14.83,629.674,0
2275,162.72,7,18.688,12.643,18.714,18.968,12.103,19.781,11.026,16.128,19.707,13.377,14.986,16.3262,13.626,18.593,916.53,0
2276,85.79,9,17.563,12.86,16.743,17.865,12.807,18.687,12.055,15.515,19.606,12.906,14.764,17.254,12.337,16.956,705.465,0
2277,132.03,5,18.648,11.274,17.5192,18.336,12.038,19.598,11.473,14.85,16.849,13.09,15.868,16.029,15.818,18.36,723.382,1
2278,116.19,6,16.245,10.821,16.799,18.268,11.61,18.909,11.739,16.067,19.054,9.227,14.454,12.639,12.973,13.724,676.475,1
2279,134.15,8,17.212,12.829,17.741,18.218,12.311,19.975,10.287,16.846,19.675,9.81,15.1618,16.821,17.959,15.591,860.904,1
2280,125.57,2,17.978,12.751,16.348,17.203,12.1,19.443,12.296,16.197,19.599,14.802,14.064,17.194,13.236,18.457,702.564,0
2281,214.91,8,17.36,13.539,16.889,16.695,10.456,18.182,9.777,17.492799999999995,19.473,14.813,15.745,15.717,13.194,18.249,594.032,0
2282,159.55,2,18.673,11.639199999999999,17.652,18.485,11.552,19.042,11.502,18.423,18.533,12.422,16.478,15.833,10.624,16.579,755.542,1
2283,205.97,5,18.789,10.719,18.039,17.501,11.006,19.36,10.521,16.07,21.788,10.974,14.955,16.487,14.476,16.128,748.002,0
2284,105.64,6,17.266,11.22,18.201,16.083,11.415,20.17,11.488,16.595,16.542,14.724,15.345,16.266,15.74,19.021,799.487,0
2285,125.79,4,17.677,11.167,18.114,18.613,10.945,17.341,11.497,15.061,21.628,9.396,16.43,19.77,14.899,14.765,631.712,1
2286,143.85,7,18.596,10.451,16.337,17.069,11.822,19.388,12.014000000000001,18.457,21.356,11.53,15.38,16.351,13.335,16.231,652.849,0
2287,214.63,4,16.547,11.05,18.355,18.628,13.086,18.289,8.602,15.554,20.755,13.092,15.356,17.753,14.08,14.437,770.942,1
2288,170.83,6,19.116,11.742,17.496,20.124,10.736,18.248,10.406,14.181,22.085,13.347,14.582,15.331999999999999,18.245,21.201,707.742,0
2289,124.81,5,18.206,12.502,18.079,17.494,13.524,17.626,12.423,16.615,22.028,12.136,16.444,13.275,14.473,17.469,705.749,0
2290,88.13,7,16.563,12.232,17.099,18.607,12.538,19.924,12.411,16.577,16.444,13.393,14.601,16.3076,11.75,16.554,824.904,0
2291,128.75,2,16.873,12.527,17.305,15.988,11.779,17.92,11.21,15.648,18.059,13.555,16.477,15.055,13.798,15.019,598.808,0
2292,90.15,10,16.064,14.211,17.547,17.215,11.263,19.909,11.806,17.74,19.105600000000003,12.347,14.071,16.376,17.781,20.623,810.804,0
2293,92.53,4,18.537,11.636,16.291,18.354,12.733,19.351,12.141,15.37,18.995,10.319,16.243,15.162,15.658,19.111,775.6614000000002,0
2294,104.14,4,19.961,10.811,17.518,15.177,11.684,20.018,11.268,16.941,18.409,10.553,15.107,18.515,10.711,14.629,723.454,0
2295,109.72,6,17.619,11.027,16.881,16.592,9.912,19.782,11.456,16.584,20.507,9.985,15.356,13.872,14.223,18.499,664.674,0
2296,102.81,5,17.648,11.474,16.459,17.323,11.624,18.69,12.374,15.145,20.21,10.996,14.82,13.592,14.22,18.258,622.922,0
2297,175.17,2,17.341,11.399,18.202,18.095,9.968,19.454,11.653,17.294,21.205,12.094,15.74,17.517,12.68,16.428,764.409,0
2298,120.92,4,16.82,10.424,15.586,16.469,12.382,18.47,11.709,16.063,17.861,12.196,16.18,14.755,14.409,15.872,534.853,0
2299,91.8,2,18.627,12.679,16.896,16.596,12.749,18.657,11.653,15.789,18.526,11.454,15.801,14.396,14.813,14.751,674.24,0
2300,125.51,8,17.94,13.12,17.967,16.944,10.792,20.692,11.388,15.375,19.954,11.382,15.625,17.04,13.813,15.924,861.656,0
2301,78.08,4,18.735,11.929,16.7,16.869,11.849,18.389,11.519,15.979,19.841,11.521,14.893,20.337,12.411,17.199,614.202,0
2302,138.32,5,17.853,11.827,17.561,17.57,12.368,18.76,10.687,16.397,17.804,13.898,14.907,15.397,14.169,16.63,725.5,1
2303,148.21,3,17.504,11.712,16.5244,19.596,12.491,20.233,11.927,16.006,19.763,10.586,14.296,15.311,16.147,15.620600000000001,996.111,0
2304,151.41,3,17.767,11.091,18.787,16.542,9.653,18.723,12.275,15.846,18.659,9.632,14.622,18.39,15.847,14.746,688.178,0
2305,90.21,8,18.233,13.138,16.304,16.234,11.904,18.038,12.47,15.797,20.56,11.704,16.805,13.658,14.895,15.405,566.33,0
2306,166.05,3,18.071,11.679,15.218,18.49,11.439,19.427,11.648,15.584,18.213,13.901,14.031,15.101,14.786,16.686,636.153,0
2307,160.89,4,15.67,11.924,17.6,17.038,12.395,20.181,12.041,15.847,22.849,10.471,18.462,15.621799999999999,14.953,15.98,805.848,1
2308,215.28,4,18.73,12.297,16.092,17.927,11.577,19.978,10.844800000000001,15.316,17.47,12.334000000000001,15.869,15.791,14.763,18.076,727.87,0
2309,149.57,5,16.023,12.394,18.179,19.346,12.372,19.414,10.405,16.51,20.398,10.854,15.077,15.211,16.42,16.895,868.488,0
2310,126.95,2,17.42,10.36,16.085,16.613,9.734,19.736,10.131,16.204,18.509,9.067,16.142,14.307,14.367,17.167,599.023,0
2311,118.46,6,18.425,9.486,18.201,17.984,11.413,19.092,10.079,15.52,16.942,10.325,16.146,18.34,10.896,14.194,741.613,0
2312,103.91,7,16.701,13.544,15.428,18.01,11.942,18.934,11.252,16.36,17.335,8.683,15.899,14.958,15.14,15.609,638.26,1
2313,95.91,7,17.541,10.54,15.071,16.773,12.431,19.127,12.654,15.279,19.045,10.764,15.815,15.7834,12.793,16.358,566.022,0
2314,102.81,3,17.406,10.676,18.321,15.354,10.367,19.646,12.416,16.462,18.618,13.751,15.443,17.444,13.943,17.394,712.188,0
2315,169.89,9,18.024,11.412,17.26,18.193,12.16,19.523,13.884,14.769,19.757,13.242,14.506,15.763,10.239,15.669,771.895,0
2316,119.12,5,18.261,12.883,18.422,17.184,10.933,20.463,11.336,15.569,21.737,15.127,15.931,15.672,14.769,16.285800000000002,877.543,0
2317,126.68,4,19.228,12.857,16.658,17.828,10.43,19.214,12.887,16.344,21.775,12.279,15.077,16.963,13.408,16.888,679.549,1
2318,110.5,3,16.239,10.464,17.683,18.235,10.543,19.512,14.311,14.795,22.246,10.978,15.143,15.318,16.381,19.634,741.867,0
2319,142.44,4,17.845,10.996,15.046,16.818,12.817,20.654,11.439,16.319,18.873,9.897,17.531,15.249,15.794,17.793,700.299,0
2320,163.14,7,16.417,11.502,19.174,17.455,11.797,20.49,11.135,14.405,18.56,11.107,17.066,16.556,12.963,15.783800000000003,933.667,0
2321,157.79,11,16.431,11.527,18.271,18.014,12.26,20.4584,11.496,15.186,20.517,12.736,14.1,17.758,14.902,13.653,800.503,0
2322,92.26,4,18.797,12.143,16.346,17.808,11.08,17.482,10.45,17.792,17.705,13.776,14.236,14.769,13.962,14.36,532.611,0
2323,121.65,5,18.638,11.104,19.041,18.216,11.597,18.853,10.827,15.117,20.083,14.896,13.371,17.085,14.818,20.273,808.221,1
2324,243.36,6,18.023,12.3,17.274,17.355,11.996,18.519,12.732,16.53,20.0192,12.452,12.853,16.82,15.17,18.302,681.493,0
2325,145.71,11,16.902,12.992,18.044,16.859,10.761,18.558,12.551,15.854,20.83,11.981,18.319,17.917,13.402,14.125,695.941,0
2326,128.4,9,18.419,10.258,16.826,17.351,11.351,19.105,12.001,15.664,17.74,12.838,16.509,17.5374,16.353,18.199,653.609,1
2327,110.26,4,16.163,11.647,15.502,17.13,12.335,18.295,12.218,15.577,19.782,9.423,16.1256,18.056,15.717,14.149,578.049,0
2328,83.5,10,15.894,11.157,16.071,19.224,11.96,18.032,13.319,15.003,19.898,11.41,15.282,13.844,14.844,17.383,668.0648,1
2329,103.824,10,19.172,10.273,17.463,17.479,10.416,20.201,10.702,17.372,24.354,11.513,16.017,16.977,12.327,16.975199999999997,756.701,0
2330,143.25400000000002,3,17.15,11.59,15.576,17.508,12.27,19.631,13.094,17.017,17.671,12.948,16.546,15.335,14.585,16.559,665.734,0
2331,128.04,4,16.363,12.364,16.184,19.201,11.923,18.133,12.145,16.692,20.363,11.649,15.487,13.927,16.353,16.390800000000002,634.769,0
2332,98.13,8,18.555,12.059,17.116,18.112,11.3,18.179,12.016,14.238,20.806,10.6592,16.206,16.994,14.104,19.116,645.498,0
2333,120.91,2,18.397,13.937,17.608,17.617,13.283,20.558,10.971,16.9784,20.799,13.88,15.634,16.629,15.732,19.074,922.39,0
2334,147.63,5,16.913,14.088,18.956,16.063,11.366,18.152,12.446,17.597,21.703,11.516,15.52,18.471,14.373,14.956,729.744,1
2335,146.03,4,17.871,11.998,18.098,17.947,12.903,18.859,11.7404,16.512,18.272,13.499,15.643,16.24,12.058,15.928,791.535,0
2336,174.09,5,17.178,12.711,15.377,16.675,12.711,17.906,11.514,15.985,18.479,13.1,14.679,15.288,14.303,16.579,526.516,0
2337,80.64,4,18.913,11.538,17.343,17.829,13.047,17.485,11.426,15.95,17.209,13.035,15.976,16.4964,13.065,17.629,632.551,1
2338,132.96,7,16.409,11.439,17.537,19.574,11.669,17.775,10.133,15.088,20.62,12.492,15.494,16.564799999999998,16.069,17.217,678.188,0
2339,147.68,1,18.351,11.253,16.989,16.8,10.683,19.492,10.702,17.072,21.61,12.24,15.856,18.447,15.493,17.573,676.07,0
2340,129.63,7,17.119,10.066,17.187,18.353,10.583,18.465,13.095,17.017,17.763,12.547,15.309,15.59,14.082,17.612,631.159,1
2341,86.04,6,18.38,12.198,17.838,16.888,12.061,19.197,13.114,17.386,21.207,11.95,15.857,17.853,16.181,15.537,751.6533999999999,0
2342,78.12,4,16.437,11.818,17.05,17.943,13.198,19.603,9.733,16.484,18.786800000000003,13.384,16.164,16.0808,16.1128,16.394599999999997,790.947,0
2343,203.15,6,17.9194,11.012,17.723,17.645,12.366,19.251,11.733,16.362,19.653,12.343,14.514,15.403,17.157,15.264,794.8326,1
2344,104.3,5,17.329,8.695,16.063,17.771,12.534,19.399,9.929,14.883,18.923,12.93,15.369,16.24,13.149,18.838,683.1698,0
2345,134.51,9,18.222,11.915,18.872,15.652,10.918,16.242,11.31,15.187,19.042,11.87,13.672,17.623,12.688,15.309,522.354,1
2346,103.02,9,18.154,11.335,17.892,18.523,10.467,18.96,13.14,15.34,20.039,9.212,17.118,13.608,13.672,18.058,730.321,0
2347,97.83,2,17.556,11.964,18.252,17.539,11.944,19.447,10.743,16.454,18.501,12.328,14.684,15.51,14.852,18.092,811.17,0
2348,139.16,7,18.519,11.379,16.894,18.05,11.194,18.617,11.277,14.817,20.389,12.902,15.146,17.317,15.565,17.947,651.054,1
2349,160.57,2,16.753,11.147,16.841,17.769,10.498,18.347,13.819,17.23,19.433,14.006,17.117,15.432,13.918,20.141,599.061,0
2350,121.1,5,17.737,10.807,15.97,17.227,10.864,19.239,12.665,15.368,19.686,11.361,15.640800000000002,17.85,13.902,15.8,605.709,0
2351,113.85,8,17.585,12.206,18.433,18.028,11.33,19.215,11.286,14.672,18.9484,14.003,15.492,14.502,13.424,17.556,804.423,1
2352,158.54,15,17.749,11.456,17.057,17.332,11.031,17.632,12.276,13.153,20.24,12.699,15.55,15.157000000000002,14.613,19.489,562.29,0
2353,116.02,5,19.221,11.034,15.954,17.111,12.206999999999999,19.934,11.2286,16.124,15.456,12.196,14.316,16.621,16.758,18.374,709.803,0
2354,114.71,10,18.021,11.633,17.298,16.823,11.334,17.991,10.24,16.345,18.064,12.849,16.802,14.932,14.348,18.727,641.3716000000001,0
2355,104.8,6,18.208,11.915,17.589,18.273,12.136,18.373,12.52,15.049,17.78,13.658,16.722,14.849,14.111,17.170400000000004,711.484,0
2356,131.0,1,18.066,12.809,16.408,16.624,11.653,19.483,11.516,16.057,19.611,11.192,16.451,17.175,13.975,14.163,684.095,0
2357,116.8,4,17.344,11.017,17.437,17.400799999999997,12.528,17.945,9.799,15.9254,18.043,10.831,17.731,15.4586,14.3744,20.428,664.654,0
2358,114.41,4,16.216,9.674,18.618,17.507,11.071,21.656,10.424,16.42,17.834,12.513,14.925,15.194,14.352,15.976,946.183,0
2359,110.3,3,19.277,11.89,16.824,19.1,10.707,17.869,9.535,16.667,18.699,11.338,15.744,15.072,16.192,15.839,611.765,0
2360,127.68,1,18.756,12.471,17.577,17.09,11.862,20.475,11.387,15.797,17.047,12.704,15.037,14.8732,14.227,18.844,841.837,1
2361,169.34,3,18.332,11.047,17.853,18.009,11.13,19.717,11.405,15.912,19.407,11.083,12.899,17.456,14.011,15.271,785.062,0
2362,115.91,7,16.292,10.462,18.079,17.2694,11.562,21.315,10.477,16.486,20.085,10.348,15.522,15.629399999999999,19.066,17.3,908.395,0
2363,93.59,6,17.998,12.089,17.702,17.438,12.065,18.297,9.279,15.874,21.077,10.292,15.789,12.621,12.847,18.415,690.786,0
2364,223.99,6,17.437,12.855,16.44,18.056,11.213,18.552,11.074,15.785,19.661,13.637,17.054,14.965,12.972,15.725,641.743,1
2365,160.0,3,20.256,13.682,15.722,16.925,11.854,19.151,10.588,16.586,20.005,13.423,13.183,15.845,14.718,18.796,643.331,0
2366,103.74,2,18.306,11.134,16.935,18.778,10.268,19.651,10.672,13.872,15.52,10.722,17.14,16.177,14.973,13.534,797.5539999999999,0
2367,72.35,10,19.845,11.394,17.498,18.046,10.715,20.1,11.291,16.161,18.576,12.785,15.346,17.473,11.915,16.277,789.118,1
2368,167.95,4,17.67,12.191,15.549,16.533,10.444,19.935,9.885,14.204,19.295,16.052,16.37,15.545,12.088,14.832,625.696,1
2369,94.63,10,18.307,14.075,18.88,17.291,11.699,19.108,9.804,15.262,19.3868,10.635,16.853,13.373,14.09,14.023,840.114,0
2370,116.24,9,18.685,11.419,15.682,16.808,11.138,18.898,12.949,14.541,18.328,13.059,15.429,18.013,16.459600000000002,17.248,566.231,0
2371,54.83,4,18.056,11.813,17.942,15.722,13.519,17.775,12.206,15.688,21.802,12.59,15.786,17.047,18.742,20.577,651.047,0
2372,144.62,3,16.889,11.325,18.154,17.124,11.55,21.016,11.182,14.9,17.463,14.06,16.801,15.662,15.057,17.965,895.375,0
2373,162.44,1,17.327,14.055,16.193,16.554,12.073,17.157,10.007,17.24,16.462,13.421,14.703,15.744,15.456,16.558,681.0416,0
2374,137.88,10,19.168,11.714,17.014,18.447,12.724,20.269,11.122,15.249,16.585,11.482,16.493,15.104,15.834999999999999,15.081,839.957,1
2375,108.12,7,18.219,11.212,17.395,18.842,11.317,18.6954,11.097,16.114,19.78,11.668,14.948,18.79,13.674,17.019,760.411,0
2376,113.17,6,15.892,11.822,15.916,17.712,10.672,19.227,12.333,17.003,20.369,10.836,16.351,16.43,17.662,17.609,623.296,0
2377,80.8,4,16.249,12.012,19.078,18.695,11.363,20.002,11.657,16.606,20.491,13.377,16.392,15.603,13.44,17.694,919.779,0
2378,82.43,7,17.046,13.328,15.449,17.999,12.623,21.313,11.161,17.937,20.711,10.796,14.191,17.851,11.023,16.6884,836.783,0
2379,155.71,2,17.929,12.839,15.765,17.484,11.769,18.789,11.849,16.462,19.262,13.076,15.598,13.9,14.12,15.752,618.12,1
2380,104.88,8,17.699,11.461,17.715,18.02,9.662,19.886,12.1,15.395,21.881,11.431,14.45,14.919,15.519200000000001,18.84,759.646,0
2381,114.64,5,16.986,13.305,16.203,18.644,9.667,18.267,12.184,17.518,19.131,14.474,13.458,13.296,14.221,17.309,615.8502,0
2382,111.43,2,17.199,11.455,18.411,15.63,11.193,19.585,12.237,16.693,17.912,12.268,15.4552,15.617,13.938,17.6536,753.104,0
2383,145.76,4,17.53,12.324,16.774,17.351,11.651,19.038,9.798,17.838,19.063,13.346,14.574,15.61,13.148,15.382,682.419,0
2384,113.43,7,18.667,9.814,17.823,15.68,11.028,18.306,13.264,15.58,17.422,13.735,15.524,17.186,15.445,17.777,590.66,1
2385,135.47,4,17.921,12.128,17.844,17.146,11.608,19.645,11.318,15.355,23.165,11.119,17.145,15.379,14.199,17.2472,784.283,0
2386,142.41,11,17.558,10.867,16.81,16.696,12.341,20.342,10.476,18.371,19.309,11.467,14.705,16.186,15.892399999999999,15.342,764.465,1
2387,98.89,4,17.278,13.009,17.871,17.182,12.885,18.503,11.028,14.312,20.557,13.121,14.83,17.743,13.816,13.897,743.77,0
2388,111.61,11,19.6,12.372,17.219,15.557,10.05,19.134,11.998,16.019,15.74,14.69,13.814,16.434,14.553,17.155,629.8,0
2389,131.92,3,16.028,13.072,18.475,17.067,10.988,20.094,9.374,16.802,15.66,12.767,14.239,17.211,14.446,19.621,853.393,0
2390,152.26,6,15.843,13.269,17.112,15.369,11.334,19.15,12.074,15.787,17.665,13.367,16.087,15.552,15.118,17.876,665.282,0
2391,131.04,7,18.756,11.685,17.674,15.061,12.81,20.05,13.067,16.321,20.462,9.693,13.161,16.701,15.651,14.734,774.049,0
2392,134.07,7,17.598,12.261,16.154,16.837,10.609,19.676,10.762,16.855,17.781,10.532,14.156,16.264,15.866,15.049,654.498,0
2393,87.82,4,17.832,13.218,15.49,18.09,12.987,18.997,11.21,13.038,19.987,11.094600000000002,14.822,17.406,12.95,15.399199999999999,670.052,1
2394,102.19,6,17.313,10.99,16.468,17.196,12.474,18.523,10.765,15.92,17.607,11.937,14.985,14.949,14.079,12.884,621.673,1
2395,130.96,7,16.41,11.457,17.248,17.408800000000003,12.749,19.355,13.417,16.162,20.002,12.236,16.635,14.496,14.368,16.864,781.869,0
2396,108.29,3,17.941,12.503,15.57,18.298,12.098,18.691,10.032,15.431000000000001,21.274,13.014,17.017,13.952,15.486,16.0286,622.86,1
2397,114.56,3,18.193,11.352,15.05,16.007,10.909,19.667,10.183,15.802,18.386,11.541,15.94,16.988,18.42,17.767,559.469,1
2398,119.68,4,17.242,12.662,17.669,18.926,12.107,17.65,9.595,17.088,21.426,12.855,14.77,18.083,17.661,18.979,688.739,0
2399,182.38,7,19.59,11.724,16.677,17.174,12.07,20.462,11.636,17.331,17.073,11.065,15.432,17.0254,14.765,15.109,784.277,0
2400,90.21,5,15.712,11.491,16.95,16.961,11.345,19.211,12.094,17.443,19.263799999999996,13.727,17.531,15.656,15.651,19.299,677.031,0
2401,151.08,11,18.588,12.437,17.174,17.525,13.415,18.734,11.62,15.648599999999998,19.507,10.308,14.306,15.017,15.85,14.784,734.423,1
2402,143.91,6,17.889,10.509,16.82,19.581,11.343,18.82,10.637,14.958,23.155,13.634,16.537,13.769,15.712,17.292,694.515,0
2403,126.91,7,17.501,12.309,18.774,19.326,13.057,18.501,10.92,15.751,21.041,10.797,15.2964,19.271,12.505,14.97,849.274,0
2404,96.04,4,17.754,11.951,16.303,17.109,12.334,18.236,12.142,15.167,22.2,12.349,16.191,19.557,16.407,17.164,597.847,0
2405,118.47,3,17.595,12.292,16.338,16.36,11.959,19.867,11.968,17.525,19.022,11.406,14.012,13.075,12.618,18.512,702.811,0
2406,102.08,9,18.08,11.529,15.586,16.514,10.24,18.782,11.877,17.092,20.071,13.836,13.41,15.301,11.688,16.648,522.471,0
2407,149.19,3,18.465,10.681,17.584,20.338,11.928,18.806,11.56,16.172,18.977,11.155,15.397,19.675,11.935,16.1192,775.939,0
2408,118.02,6,18.07,11.81,14.941,18.057,11.281,19.658,9.793,15.196,18.508,9.022,14.169,17.892,18.501,17.727,623.278,0
2409,122.47,3,16.88,11.293,16.685,17.779,10.563,18.303,11.653,14.238,21.473,10.396,16.6372,17.172,14.211,14.552,589.888,1
2410,91.7,7,17.841,10.873,17.347,16.851,12.200800000000001,18.0916,11.663,16.353,16.806,11.09,15.13,16.462,11.845,13.764,652.743,1
2411,166.41,4,19.404,10.17,17.524,17.54,13.492,19.427,10.409,16.795,22.411,11.9704,16.26,16.542399999999997,14.3566,18.199,777.983,1
2412,66.84,1,17.797,12.218,17.368,17.695,12.628600000000002,20.056,10.743,16.514,20.764,13.417,16.112,17.955,12.556,15.759,820.748,0
2413,229.56,5,17.176,12.699,16.218,18.211,11.308,20.439,12.098,17.343,19.003,11.088199999999999,13.394,17.976,15.865,16.491,778.099,0
2414,87.04,7,17.23,10.857,16.805,17.538,11.387,21.125,10.666,18.744,17.411,14.357,16.113,18.732,13.891200000000001,16.662,823.648,0
2415,96.63,11,17.749,11.686,16.629,16.429,11.536,19.337,11.575,14.972,19.625,13.054,15.901,16.367,13.417,15.245,660.999,0
2416,100.25,10,18.142,11.88,16.932,17.371,12.704,19.141,11.517,15.426,20.59,15.49,15.904,14.714,11.589,15.166,721.221,0
2417,74.79,6,17.844,11.242,17.446,19.901,12.172400000000001,18.782,11.501,16.922,18.139,13.34,15.084,15.256,14.356,16.9378,752.075,0
2418,150.54,8,18.297,10.135,17.573,17.915,11.17,18.406,12.087,15.768,18.691,14.075,15.783,15.879,14.047,13.988,653.437,0
2419,90.95,6,17.944,10.852,17.506,17.886,13.07,19.777,11.421,15.304,18.365,10.543,14.348,15.417,15.749799999999999,15.76,812.683,1
2420,85.95,6,18.401,12.644,17.215,17.113,11.909200000000002,17.549,9.587,15.948,17.402,13.15,13.747,16.015,15.641,19.171,535.786,0
2421,149.47,4,17.917,13.152,17.178,17.845,11.287,20.484,12.276,16.0,19.244,11.331,16.139,17.411,14.587,16.149,835.539,0
2422,129.55,4,19.791,13.632,16.523,17.915,12.462,18.862,9.307,17.17,16.945,12.07,14.544,15.43,12.995,19.05,708.923,0
2423,67.38,3,17.558,12.809,18.193,19.255,10.804,17.196,11.026,17.049,16.679,12.603,15.2756,16.677,13.525,17.879,662.051,0
2424,73.56,6,17.383,12.597,14.8,17.539,12.626,18.092,8.502,16.107,16.605,14.06,14.811,15.982,15.497,16.236,526.264,0
2425,108.45,2,18.23,11.905,17.297,18.659,9.53,19.183,11.525,16.135,19.159,12.334,17.256,17.765,13.53,16.26,701.425,1
2426,114.63,6,18.493,12.237,18.11,16.073,9.568,19.922,11.083,15.876,21.465,11.223,15.864,14.935,15.974,19.023,743.037,1
2427,132.67,2,19.312,11.328,16.78,16.613,10.098,20.129,11.706,17.248,21.407,12.443,14.501,18.422,13.345,13.124,694.604,0
2428,107.3,6,17.577,10.282,18.085,17.284,11.094,19.783,10.703,17.31,18.723,9.84,15.802,18.306,19.22,15.885200000000001,773.776,1
2429,160.19,2,15.79,12.331,16.855,17.3454,11.681,17.623,10.147,18.469,21.684,12.455,16.445,18.156,15.61,17.252,597.042,0
2430,154.32,7,19.602,13.399,16.761,18.707,11.897,21.623,13.714,14.99,21.602,13.837,16.717,13.848,11.33,13.659,940.484,0
2431,128.14,1,16.792,11.733,16.015,17.807,11.882,18.56,11.647,16.607,17.831,12.362,15.634,15.214,13.857,17.77,609.584,0
2432,115.54,1,17.989,11.103,17.384,17.465,12.502,18.389,11.352599999999999,17.058,22.448,14.244,15.992,14.269,10.14,13.908,675.442,0
2433,158.5,10,18.251,12.181,15.47,18.591,13.041,16.611,11.121,17.218,18.671,12.276,16.763,13.281,12.493,16.661,483.892,0
2434,171.58,13,16.034,13.061,17.835,17.687400000000004,11.675,20.391,12.055,16.5858,18.217,14.29,15.445,17.578,11.407,17.053,830.365,0
2435,125.0,7,18.395,10.725,18.564,17.877,12.438,18.895,9.617,16.473,16.81,15.071,14.683,14.725,14.429399999999998,16.605,789.849,0
