,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AgeGroup,Expenditure,NoSpending,Group,GroupSize,Solo,CabinDeck,CabinNum,CabinSide,CabinRegion_1,CabinRegion_2,CabinRegion_3,CabinRegion_4,CabinRegion_5,CabinRegion_6,CabinRegion_7,CabinRegion,FamilySize
2393,2572_01,Europa,True,C/93/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2572,2,0,C,93.0,S,1,0,0,0,0,0,0,1.0,6
2394,2572_02,Europa,True,C/93/S,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,2572,2,0,C,93.0,S,1,0,0,0,0,0,0,1.0,6
2395,2573_01,Europa,True,C/90/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2573,1,1,C,90.0,P,1,0,0,0,0,0,0,1.0,2
2396,2574_01,Earth,False,F/496/S,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,Age_36-50,803.0,0,2574,1,1,F,496.0,S,0,1,0,0,0,0,0,2.0,4
2397,2578_01,Earth,False,F/498/S,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,Age_0-18,2757.0,0,2578,1,1,F,498.0,S,0,1,0,0,0,0,0,2.0,8
2398,2580_01,Earth,False,G/412/S,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,Age_19-35,721.0,0,2580,1,1,G,412.0,S,0,1,0,0,0,0,0,2.0,10
2399,2581_01,Earth,False,E/156/P,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,Age_19-35,786.0,0,2581,2,0,E,156.0,P,1,0,0,0,0,0,0,1.0,7
2400,2581_02,Earth,False,F/531/P,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,Age_19-35,759.0,0,2581,2,0,F,531.0,P,0,1,0,0,0,0,0,2.0,7
2401,2582_01,Earth,False,G/415/P,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,Age_19-35,785.0,0,2582,1,1,G,415.0,P,0,1,0,0,0,0,0,2.0,5
2402,2584_01,Earth,True,G/417/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2584,1,1,G,417.0,P,0,1,0,0,0,0,0,2.0,8
2403,2588_01,Earth,False,G/419/P,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,Age_19-35,913.0,0,2588,1,1,G,419.0,P,0,1,0,0,0,0,0,2.0,11
2404,2589_01,Europa,True,C/91/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2589,5,0,C,91.0,P,1,0,0,0,0,0,0,1.0,7
2405,2589_02,Europa,True,C/91/P,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2589,5,0,C,91.0,P,1,0,0,0,0,0,0,1.0,7
2406,2589_03,Europa,False,C/91/P,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,Age_19-35,11757.0,0,2589,5,0,C,91.0,P,1,0,0,0,0,0,0,1.0,7
2407,2589_04,Europa,False,C/91/P,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,Age_19-35,3577.0,0,2589,5,0,C,91.0,P,1,0,0,0,0,0,0,1.0,7
2408,2589_05,Europa,True,C/91/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2589,5,0,C,91.0,P,1,0,0,0,0,0,0,1.0,7
2409,2590_01,Earth,False,G/420/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2590,3,0,G,420.0,P,0,1,0,0,0,0,0,2.0,15
2410,2590_02,Earth,False,G/420/P,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,Age_36-50,839.0,0,2590,3,0,G,420.0,P,0,1,0,0,0,0,0,2.0,15
2411,2590_03,Earth,True,G/420/P,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2590,3,0,G,420.0,P,0,1,0,0,0,0,0,2.0,15
2412,2591_01,Earth,False,F/499/S,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,Age_0-18,636.0,0,2591,2,0,F,499.0,S,0,1,0,0,0,0,0,2.0,11
2413,2591_02,Earth,False,G/413/S,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,Age_19-35,817.0,0,2591,2,0,G,413.0,S,0,1,0,0,0,0,0,2.0,11
2414,2592_01,Mars,False,D/75/P,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,Age_19-35,861.0,0,2592,2,0,D,75.0,P,1,0,0,0,0,0,0,1.0,8
2415,2592_02,Mars,False,D/75/P,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,Age_0-18,3739.0,0,2592,2,0,D,75.0,P,1,0,0,0,0,0,0,1.0,8
2416,2593_01,Earth,False,G/421/P,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,Age_19-35,881.0,0,2593,1,1,G,421.0,P,0,1,0,0,0,0,0,2.0,11
2417,2594_01,Europa,True,B/98/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2594,1,1,B,98.0,S,1,0,0,0,0,0,0,1.0,3
2418,2595_01,Mars,False,F/533/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2595,4,0,F,533.0,P,0,1,0,0,0,0,0,2.0,3
2419,2595_02,Mars,True,F/533/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2595,4,0,F,533.0,P,0,1,0,0,0,0,0,2.0,3
2420,2595_03,Mars,False,D/76/P,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,Age_19-35,1056.0,0,2595,4,0,D,76.0,P,1,0,0,0,0,0,0,1.0,4
2421,2595_04,Mars,False,F/533/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2595,4,0,F,533.0,P,0,1,0,0,0,0,0,2.0,4
2422,2596_01,Mars,False,D/77/P,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,Age_19-35,3362.0,0,2596,2,0,D,77.0,P,1,0,0,0,0,0,0,1.0,7
2423,2596_02,Mars,True,F/534/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2596,2,0,F,534.0,P,0,1,0,0,0,0,0,2.0,3
2424,2597_01,Mars,True,F/500/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2597,2,0,F,500.0,S,0,1,0,0,0,0,0,2.0,8
2425,2597_02,Mars,False,F/500/S,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,Age_19-35,2902.0,0,2597,2,0,F,500.0,S,0,1,0,0,0,0,0,2.0,8
2426,2598_01,Mars,False,F/535/P,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,Age_36-50,2476.0,0,2598,1,1,F,535.0,P,0,1,0,0,0,0,0,2.0,5
2427,2599_01,Earth,True,Z/9999/Z,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2599,1,1,G,417.0,S,0,1,0,0,0,0,0,2.0,11
2428,2601_01,Mars,True,F/536/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2601,1,1,F,536.0,P,0,1,0,0,0,0,0,2.0,8
2429,2602_01,Mars,True,E/158/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2602,3,0,E,158.0,P,1,0,0,0,0,0,0,1.0,4
2430,2602_02,Mars,False,E/158/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2602,3,0,E,158.0,P,1,0,0,0,0,0,0,1.0,2
2431,2602_03,Mars,True,E/158/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2602,3,0,E,158.0,P,1,0,0,0,0,0,0,1.0,4
2432,2605_01,Mars,True,D/88/S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2605,1,1,D,88.0,S,1,0,0,0,0,0,0,1.0,9
2433,2606_01,Earth,False,F/537/P,TRAPPIST-1e,25.0,False,900.0,0.0,0.0,0.0,1.0,Age_19-35,901.0,0,2606,2,0,F,537.0,P,0,1,0,0,0,0,0,2.0,4
2434,2606_02,Earth,False,F/537/P,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,151.88852459016394,Age_36-50,1051.888524590164,0,2606,2,0,F,537.0,P,0,1,0,0,0,0,0,2.0,4
2435,2607_01,Europa,True,B/99/S,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,2607,4,0,B,99.0,S,1,0,0,0,0,0,0,1.0,4
2436,2607_02,Europa,True,B/99/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2607,4,0,B,99.0,S,1,0,0,0,0,0,0,1.0,4
2437,2607_03,Europa,False,B/99/S,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,Age_19-35,2451.0,0,2607,4,0,B,99.0,S,1,0,0,0,0,0,0,1.0,4
2438,2607_04,Europa,False,B/99/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2607,4,0,B,99.0,S,1,0,0,0,0,0,0,1.0,5
2439,2609_01,Earth,True,G/416/S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2609,1,1,G,416.0,S,0,1,0,0,0,0,0,2.0,8
2440,2616_01,Earth,False,F/541/P,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,Age_0-18,822.0,0,2616,1,1,F,541.0,P,0,1,0,0,0,0,0,2.0,10
2441,2617_01,Earth,False,G/424/P,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,Age_19-35,528.0,0,2617,1,1,G,424.0,P,0,1,0,0,0,0,0,2.0,6
2442,2618_01,Europa,True,E/159/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2618,1,1,E,159.0,P,1,0,0,0,0,0,0,1.0,5
2443,2619_01,Earth,False,F/504/S,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,Age_0-18,2000.0,0,2619,1,1,F,504.0,S,0,1,0,0,0,0,0,2.0,11
2444,2622_01,Earth,False,F/505/S,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,Age_19-35,560.0,0,2622,1,1,F,505.0,S,0,1,0,0,0,0,0,2.0,5
2445,2624_01,Earth,False,F/542/P,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,130.22425629290618,Age_0-18,1008.2242562929061,0,2624,1,1,F,542.0,P,0,1,0,0,0,0,0,2.0,7
2446,2625_01,Earth,True,G/426/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2625,2,0,G,426.0,P,0,1,0,0,0,0,0,2.0,5
2447,2625_02,Earth,False,E/160/P,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,Age_19-35,1620.0,0,2625,2,0,E,160.0,P,1,0,0,0,0,0,0,1.0,5
2448,2626_01,Earth,False,F/543/P,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,Age_19-35,716.0,0,2626,1,1,F,543.0,P,0,1,0,0,0,0,0,2.0,7
2449,2627_01,Earth,False,F/544/P,PSO J318.5-22,40.0,False,0.0,228.0,5.0,454.0,1.0,Age_36-50,688.0,0,2627,1,1,F,544.0,P,0,1,0,0,0,0,0,2.0,8
2450,2628_01,Europa,True,A/21/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2628,2,0,A,21.0,P,1,0,0,0,0,0,0,1.0,4
2451,2628_02,Europa,False,A/21/P,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,Age_51+,2158.0,0,2628,2,0,A,21.0,P,1,0,0,0,0,0,0,1.0,4
2452,2629_01,Earth,False,G/427/P,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,Age_19-35,807.0,0,2629,1,1,G,427.0,P,0,1,0,0,0,0,0,2.0,5
2453,2631_01,Mars,True,F/545/P,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2631,1,1,F,545.0,P,0,1,0,0,0,0,0,2.0,6
2454,2633_01,Earth,False,G/428/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,158.2133487654321,Age_19-35,158.2133487654321,0,2633,1,1,G,428.0,P,0,1,0,0,0,0,0,2.0,5
2455,2634_01,Mars,True,F/508/S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2634,1,1,F,508.0,S,0,1,0,0,0,0,0,2.0,9
2456,2635_01,Mars,False,D/78/P,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,74.59689922480621,Age_0-18,2042.5968992248063,0,2635,1,1,D,78.0,P,1,0,0,0,0,0,0,1.0,2
2457,2636_01,Earth,False,G/419/S,TRAPPIST-1e,22.0,False,153.18425135764159,0.0,137.0,671.0,158.2133487654321,Age_19-35,1119.3976001230737,0,2636,1,1,G,419.0,S,0,1,0,0,0,0,0,2.0,7
2458,2638_01,Earth,False,E/181/S,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,Age_19-35,788.0,0,2638,1,1,E,181.0,S,1,0,0,0,0,0,0,1.0,5
2459,2640_01,Earth,False,F/510/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,Age_19-35,1051.0,0,2640,1,1,F,510.0,S,0,1,0,0,0,0,0,2.0,13
2460,2641_01,Earth,True,G/420/S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2641,1,1,G,420.0,S,0,1,0,0,0,0,0,2.0,8
2461,2642_01,Earth,False,G/430/P,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,Age_19-35,810.0,0,2642,1,1,G,430.0,P,0,1,0,0,0,0,0,2.0,5
2462,2643_01,Earth,False,F/511/S,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,Age_19-35,867.0,0,2643,1,1,F,511.0,S,0,1,0,0,0,0,0,2.0,2
2463,2645_01,Europa,False,C/95/S,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,Age_51+,3710.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,1.0,6
2464,2645_02,Europa,False,C/95/S,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,Age_36-50,15601.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,1.0,6
2465,2645_03,Europa,True,C/95/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,1.0,6
2466,2645_04,Europa,False,C/95/S,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,Age_19-35,6045.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,1.0,6
2467,2645_05,Europa,True,C/95/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,1.0,6
2468,2646_01,Europa,False,B/80/P,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,Age_19-35,9834.0,0,2646,1,1,B,80.0,P,1,0,0,0,0,0,0,1.0,2
2469,2647_01,Earth,False,F/547/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,Age_19-35,704.0,0,2647,1,1,F,547.0,P,0,1,0,0,0,0,0,2.0,8
2470,2648_01,Earth,False,G/421/S,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,Age_19-35,809.0,0,2648,1,1,G,421.0,S,0,1,0,0,0,0,0,2.0,10
2471,2649_01,Mars,False,D/79/P,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,Age_0-18,2717.0,0,2649,1,1,D,79.0,P,1,0,0,0,0,0,0,1.0,4
2472,2650_01,Earth,True,G/431/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2650,1,1,G,431.0,P,0,1,0,0,0,0,0,2.0,18
2473,2651_01,Europa,True,B/100/S,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,2651,1,1,B,100.0,S,1,0,0,0,0,0,0,1.0,4
2474,2652_01,Earth,False,F/513/S,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,Age_19-35,702.0,0,2652,1,1,F,513.0,S,0,1,0,0,0,0,0,2.0,2
2475,2655_01,Earth,True,G/422/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2655,1,1,G,422.0,S,0,1,0,0,0,0,0,2.0,9
2476,2657_01,Earth,False,F/514/S,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,Age_19-35,715.0,0,2657,1,1,F,514.0,S,0,1,0,0,0,0,0,2.0,13
2477,2658_01,Earth,False,F/549/P,TRAPPIST-1e,21.0,False,366.0,1136.0,795.0,132.0,0.0,Age_19-35,2429.0,0,2658,1,1,F,549.0,P,0,1,0,0,0,0,0,2.0,7
2478,2659_01,Mars,False,E/182/S,TRAPPIST-1e,14.0,False,720.015503875969,0.0,0.0,0.0,0.0,Age_0-18,720.015503875969,0,2659,1,1,E,182.0,S,1,0,0,0,0,0,0,1.0,1
2479,2660_01,Earth,False,F/550/P,TRAPPIST-1e,27.0,False,0.0,0.0,164.45644599303137,2.0,1215.0,Age_19-35,1381.4564459930314,0,2660,1,1,F,550.0,P,0,1,0,0,0,0,0,2.0,5
2480,2661_01,Earth,False,F/515/S,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,Age_19-35,758.0,0,2661,2,0,F,515.0,S,0,1,0,0,0,0,0,2.0,12
2481,2661_02,Earth,True,G/423/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2661,2,0,G,423.0,S,0,1,0,0,0,0,0,2.0,12
2482,2662_01,Mars,False,F/551/P,55 Cancri e,30.0,False,1722.0,4.0,937.0,0.0,0.0,Age_19-35,2663.0,0,2662,1,1,F,551.0,P,0,1,0,0,0,0,0,2.0,4
2483,2663_01,Earth,False,F/552/P,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,Age_0-18,815.0,0,2663,1,1,F,552.0,P,0,1,0,0,0,0,0,2.0,8
2484,2664_01,Mars,True,E/183/S,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,2664,1,1,E,183.0,S,1,0,0,0,0,0,0,1.0,6
2485,2666_01,Mars,True,E/184/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2666,2,0,E,184.0,S,1,0,0,0,0,0,0,1.0,10
2486,2666_02,Mars,False,E/184/S,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,Age_0-18,2134.0,0,2666,2,0,E,184.0,S,1,0,0,0,0,0,0,1.0,10
2487,2668_01,Earth,False,F/516/S,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,Age_19-35,2902.0,0,2668,2,0,F,516.0,S,0,1,0,0,0,0,0,2.0,12
2488,2668_02,Earth,False,G/424/S,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,Age_19-35,705.0,0,2668,2,0,G,424.0,S,0,1,0,0,0,0,0,2.0,12
2489,2670_01,Earth,False,G/432/P,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,Age_19-35,809.0,0,2670,1,1,G,432.0,P,0,1,0,0,0,0,0,2.0,6
2490,2671_01,Earth,False,F/554/P,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,Age_0-18,797.0,0,2671,1,1,F,554.0,P,0,1,0,0,0,0,0,2.0,9
2491,2672_01,Earth,False,F/555/P,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,Age_19-35,1277.0,0,2672,1,1,F,555.0,P,0,1,0,0,0,0,0,2.0,4
2492,2675_01,Europa,False,C/97/S,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,Age_19-35,6802.0,0,2675,1,1,C,97.0,S,1,0,0,0,0,0,0,1.0,4
2493,2676_01,Europa,False,B/81/P,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,Age_19-35,6790.0,0,2676,1,1,B,81.0,P,1,0,0,0,0,0,0,1.0,2
2494,2677_01,Europa,False,D/90/S,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,Age_51+,2338.0,0,2677,1,1,D,90.0,S,1,0,0,0,0,0,0,1.0,8
2495,2678_01,Earth,False,F/517/S,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,Age_19-35,690.0,0,2678,1,1,F,517.0,S,0,1,0,0,0,0,0,2.0,6
2496,2679_01,Earth,True,G/426/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2679,1,1,G,426.0,S,0,1,0,0,0,0,0,2.0,5
2497,2682_01,Earth,False,G/434/P,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,Age_19-35,888.0,0,2682,1,1,G,434.0,P,0,1,0,0,0,0,0,2.0,10
2498,2683_01,Europa,False,A/32/S,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,Age_36-50,1303.0,0,2683,1,1,A,32.0,S,1,0,0,0,0,0,0,1.0,4
2499,2684_01,Europa,False,B/83/P,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,Age_36-50,21839.0,0,2684,1,1,B,83.0,P,1,0,0,0,0,0,0,1.0,3
2500,2685_01,Earth,False,G/435/P,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,Age_19-35,907.0,0,2685,1,1,G,435.0,P,0,1,0,0,0,0,0,2.0,10
2501,2687_01,Earth,False,F/556/P,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,Age_51+,1390.0,0,2687,1,1,F,556.0,P,0,1,0,0,0,0,0,2.0,10
2502,2688_01,Earth,False,F/557/P,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,Age_19-35,797.0,0,2688,1,1,F,557.0,P,0,1,0,0,0,0,0,2.0,13
2503,2690_01,Earth,False,E/185/S,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,Age_19-35,719.0,0,2690,1,1,E,185.0,S,1,0,0,0,0,0,0,1.0,10
2504,2691_01,Earth,False,F/558/P,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,Age_19-35,803.0,0,2691,1,1,F,558.0,P,0,1,0,0,0,0,0,2.0,10
2505,2692_01,Earth,False,Z/9999/Z,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,Age_19-35,716.0,0,2692,1,1,G,433.0,Z,0,1,0,0,0,0,0,2.0,3
2506,2693_01,Europa,False,A/22/P,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,Age_51+,2979.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,1.0,3
2507,2693_02,Europa,False,A/22/P,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,Age_36-50,2195.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,1.0,3
2508,2693_03,Europa,False,A/22/P,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,Age_51+,3133.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,1.0,3
2509,2693_04,Europa,True,A/22/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,1.0,3
2510,2695_01,Mars,False,E/186/S,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,Age_0-18,955.0,0,2695,1,1,E,186.0,S,1,0,0,0,0,0,0,1.0,6
2511,2697_01,Mars,False,D/91/S,TRAPPIST-1e,27.0,False,1893.0,487.0,4.0,0.0,0.0,Age_19-35,2384.0,0,2697,1,1,D,91.0,S,1,0,0,0,0,0,0,1.0,11
2512,2698_01,Europa,False,C/94/P,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,Age_36-50,4588.0,0,2698,1,1,C,94.0,P,1,0,0,0,0,0,0,1.0,7
2513,2700_01,Earth,False,F/520/S,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,Age_19-35,714.0,0,2700,1,1,F,520.0,S,0,1,0,0,0,0,0,2.0,3
2514,2701_01,Earth,True,G/428/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2701,1,1,G,428.0,S,0,1,0,0,0,0,0,2.0,12
2515,2702_01,Earth,True,G/437/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2702,1,1,G,437.0,P,0,1,0,0,0,0,0,2.0,9
2516,2703_01,Earth,False,G/429/S,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,Age_0-18,627.0,0,2703,1,1,G,429.0,S,0,1,0,0,0,0,0,2.0,4
2517,2704_01,Earth,False,F/521/S,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,Age_36-50,1527.0,0,2704,1,1,F,521.0,S,0,1,0,0,0,0,0,2.0,11
2518,2706_01,Europa,True,B/102/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2706,1,1,B,102.0,S,1,0,0,0,0,0,0,1.0,2
2519,2707_01,Europa,False,B/103/S,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,Age_51+,3467.0,0,2707,2,0,B,103.0,S,1,0,0,0,0,0,0,1.0,8
2520,2707_02,Europa,True,B/103/S,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,2707,2,0,B,103.0,S,1,0,0,0,0,0,0,1.0,8
2521,2708_01,Earth,False,F/522/S,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,Age_19-35,600.0,0,2708,1,1,F,522.0,S,0,1,0,0,0,0,0,2.0,11
2522,2709_01,Mars,True,F/523/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,2.0,4
2523,2709_02,Mars,False,F/523/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,2.0,4
