PassengerId,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Expenditure,NoSpending,Group,GroupSize,Solo,CabinRegion_1,CabinRegion_2,CabinRegion_3,CabinRegion_4,CabinRegion_5,CabinRegion_6,CabinRegion_7,FamilySize,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CabinSide_P,CabinSide_S,CabinSide_Z,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,AgeEncoded
0358_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,358,2,0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
0358_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,358,2,0,1,0,0,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0
0359_01,0,0,-0.1133911640485569,-0.2838651282377854,0.47041246282292476,-0.2738262777680785,-0.18823591036756104,-0.2732982289391475,0,359,1,1,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.0
0360_01,0,0,0.20464351877685424,-0.15103856300161295,-0.232179304123634,-0.2738262777680785,-0.1670736384454772,-0.2640507310513741,0,360,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
0361_01,0,0,-0.3375298928969419,-0.2613096737637184,-0.2873829429551493,-0.025043745377420733,0.10186356723100456,-0.2576486171290694,0,361,1,1,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
0365_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,0.33480241754478063,-0.24731391948337833,-0.2672517880125264,0,365,1,1,1,0,0,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
0368_01,0,0,3.951394972634317,-0.21682530521764176,7.151725598976629,-0.26049864210429324,-0.2623038620948544,2.115401610071869,0,368,2,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0368_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,368,2,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.0
0369_01,0,0,-0.3375298928969419,-0.2838651282377854,0.7029368809314288,-0.1165601769354127,-0.2146887502701658,-0.22421535553481156,0,369,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
0370_01,0,0,-0.3375298928969419,-0.22434379004233077,-0.2873829429551493,0.11800621074720746,0.6362109332636209,0.03613727730557916,0,370,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0371_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,371,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0372_01,0,0,-0.3375298928969419,-0.28073242622749833,-0.2873829429551493,2.1837897386339193,-0.26583090741520166,0.46721294807409497,0,372,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0373_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,373,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
0375_01,0,0,-0.3375298928969419,-0.2838651282377854,0.6460604045595645,-0.2738262777680785,-0.0630258014952318,-0.23808660236647172,0,375,1,1,1,0,0,0,0,0,0,15,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
0376_01,0,0,-0.16185359190766715,-0.2838651282377854,1.027467363759125,-0.2684952235025644,-0.26583090741520166,-0.19540584288444046,0,376,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
0377_01,0,0,-0.3375298928969419,0.3852800211595362,-0.2873829429551493,-0.11744868597966504,6.954030863335726,2.836350772322514,0,377,1,1,1,0,0,0,0,0,0,9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.0
0378_01,0,0,-0.3117842280967896,-0.1491589417954407,-0.2806915927937535,4.286002137334977,0.34875673965531573,1.6387997958558531,0,378,7,0,1,0,0,0,0,0,0,11,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0
0378_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,378,7,0,1,0,0,0,0,0,0,11,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0
0378_03,0,0,8.217603075106618,-0.13662813375429236,-0.2756730801727067,2.0176385473587297,1.6519999855236438,3.267782116086713,0,378,7,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4.0
0378_04,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,378,7,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4.0
0378_05,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,378,7,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.0
0378_06,0,0,-0.3375298928969419,1.276847013287241,-0.2773459177130556,0.768394831139927,0.6679543411467466,1.1636206736225718,0,378,7,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.0
0378_07,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,378,7,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.0
0379_01,0,0,-0.0376686205186971,-0.2838651282377854,0.7012640433910798,-0.2738262777680785,-0.1212220492809623,-0.17940055807867875,0,379,1,1,1,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
0380_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,380,1,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0
0381_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,381,2,0,1,0,0,0,0,0,0,14,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0
0381_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,381,2,0,1,0,0,0,0,0,0,14,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0
0382_01,0,0,0.1894990100708823,-0.2838651282377854,-0.2873829429551493,-0.27027224159106905,0.05865726205675012,-0.2622723660729561,0,382,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
0383_01,0,0,-0.21334492150797182,0.2004506025525981,-0.2873829429551493,3.007437622655847,-0.14238432120304612,1.1490380807995444,0,383,2,0,1,0,0,0,0,0,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0
0383_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,383,2,0,1,0,0,0,0,0,0,13,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0
0384_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,384,2,0,1,0,0,0,0,0,0,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
0384_02,0,0,-0.3329865402851503,-0.2838651282377854,1.1863869300922751,-0.25161355166176974,-0.26583090741520166,-0.19505016988875687,0,384,2,0,1,0,0,0,0,0,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
0385_01,0,0,-0.31784203157917834,0.18416055209910528,-0.2873829429551493,-0.2738262777680785,-0.15296545716408802,-0.20251930279811234,0,385,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
0387_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,387,1,1,1,0,0,0,0,0,0,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
0388_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,388,1,1,1,0,0,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
0389_01,0,0,0.25462039750656174,-0.25629735054725905,0.3081472214090767,-0.2738262777680785,-0.26583090741520166,-0.23701958337942095,0,389,1,1,1,0,0,0,0,0,0,12,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.0
0391_01,0,1,-0.23303278282573536,3.3049582947471006,-0.2873829429551493,-0.2738262777680785,0.6044675253804951,1.8945286797523573,0,391,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.0
0392_01,0,0,-0.3375298928969419,-0.2143191436094121,-0.2873829429551493,1.066045360964464,-0.26583090741520166,0.0574776570465948,0,392,1,1,1,0,0,0,0,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.0
0395_01,0,1,-0.3375298928969419,6.609958915599976,0.6360233793174708,6.973741996198333,4.749627538118662,8.515737167398141,0,395,2,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
0395_02,0,0,-0.3360154420263447,0.09707143621312428,-0.2873829429551493,3.1336059069396804,-0.26494914608511483,1.062609542848431,0,395,2,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
0396_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,396,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
0397_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,397,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0
0398_01,0,0,-0.2951252685202204,-0.020718159373670164,-0.22716079150258714,5.067001587232792,-0.2631856234249412,1.7928062029868495,0,398,1,1,1,0,0,0,0,0,0,10,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
0401_01,0,1,1.261730226453697,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.14276623952326856,0,401,2,0,1,0,0,0,0,0,0,11,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
0401_02,0,0,2.343048148060095,-0.2838651282377854,-0.2873829429551493,-0.2622756601927979,-0.26583090741520166,0.1158080283387042,0,401,2,0,1,0,0,0,0,0,0,11,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.0
0402_01,1,1,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,402,1,1,1,0,0,0,0,0,0,12,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
0403_01,0,1,0.19707126442386827,0.27751507200566045,-0.2873829429551493,-0.2738262777680785,-0.264067384755028,-0.07341000536496776,0,403,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.0
0405_01,0,0,-0.06947208880123822,-0.1988257962353536,-0.2873829429551493,0.001611525950149739,-0.2596585781045939,-0.2943795332367164,0,405,1,1,1,0,0,0,0,0,0,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0
0407_01,0,0,-0.06846059894281245,-0.27070777979457966,-0.2873829429551493,-0.2738262777680785,1.2322815924023147,0.15659230105085886,0,407,3,0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0
0407_02,0,0,-0.3375298928969419,0.007476158718913612,-0.2873829429551493,-0.26938373254681675,-0.06919813080583959,-0.27187553695641314,0,407,3,0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0407_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,407,3,0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.0
0408_01,0,0,1.3798573943602783,-0.21306606280529725,-0.20039539085700395,-0.2738262777680785,-0.26583090741520166,-0.05633770157215525,0,408,1,1,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
0409_01,0,0,-0.3375298928969419,-0.2838651282377854,1.5795037520742783,-0.2720492596795738,-0.26583090741520166,-0.12071451379088574,0,409,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
0410_01,0,0,-0.3375298928969419,-0.1898840679291728,-0.2873829429551493,0.22995835032300344,-0.26583090741520166,-0.2633393850600069,0,410,1,1,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
0411_01,0,0,0.7089556586857204,-0.2838651282377854,-0.11842635137990543,-0.1494350115727496,-0.26583090741520166,-0.18686969098803421,0,411,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.0
0412_01,0,0,-0.3375298928969419,4.2616854886887765,9.669346097201798,1.0918121232477822,-0.26583090741520166,4.725685725393765,0,412,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.0
0413_01,0,0,-0.3375298928969419,-0.1854982851147709,-0.2873829429551493,0.0389289058087484,-0.21292522760999213,-0.3159789884211788,0,413,1,1,1,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.0
0415_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,415,1,1,1,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0
0417_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,417,3,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
0417_02,0,0,-0.3375298928969419,0.44918714216939276,-0.2873829429551493,4.583652667159514,0.8284349032225488,2.283634937030209,0,417,3,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
0417_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,417,3,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.0
0423_01,0,0,-0.3254142859321643,1.9616556727359982,-0.2873829429551493,-0.2622756601927979,-0.21557051160025262,0.784117587228177,0,423,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.0
0425_01,0,0,1.3192793595363905,-0.2826120474336706,-0.24388916690607665,-0.2436169702634986,-0.26494914608511483,-0.10684326695922558,0,425,3,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.0
0425_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,425,3,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.0
0425_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,425,3,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0427_01,0,0,0.2939961201420888,0.6570456844268147,11.731954784452054,0.2255158051017417,0.43252406601356413,3.2011844843126798,0,427,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
0428_01,0,0,-0.3375298928969419,2.2962282474346587,-0.2873829429551493,0.36145768887235113,2.5020179077273434,2.3170681986244666,0,428,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0
0429_01,0,0,-0.3345009911557475,6.054217578975047,-0.2873829429551493,-0.2720492596795738,-0.06743460814566593,3.161080217381635,0,429,2,0,1,0,0,0,0,0,0,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0
0429_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,429,2,0,1,0,0,0,0,0,0,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.0
0430_01,0,0,-0.3375298928969419,0.35896532427312466,-0.2873829429551493,-0.2596101330600409,-0.26583090741520166,-0.14774566146283888,0,430,1,1,1,0,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
0431_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,431,1,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.0
0432_01,0,0,1.9084007481986998,-0.27759972421721124,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,0.012662859590461966,0,432,1,1,1,0,0,0,0,0,0,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0
0433_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,433,2,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
0433_02,0,0,-0.3314720894145531,0.27438236999537335,-0.2873829429551493,2.3579375113073797,2.9578885153822325,2.153814293605697,0,433,2,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.0
0434_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,434,1,1,1,0,0,0,0,0,0,12,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0
0435_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,435,1,1,1,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
0436_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,436,2,0,1,0,0,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
0436_02,0,0,-0.2678651528494709,-0.27697318381515384,-0.2873829429551493,0.27882634775688264,-0.26583090741520166,-0.2768549588959835,0,436,2,0,1,0,0,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0
0437_01,0,0,0.24099033967118696,-0.2838651282377854,-0.2505805170674724,0.14110744589776855,-0.26583090741520166,-0.20856574372473344,0,437,2,0,1,0,0,0,0,0,0,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0
0437_02,0,0,-0.3269287368027615,-0.2838651282377854,1.1178005909379682,-0.2507250426175174,-0.26583090741520166,-0.20785439773336625,0,437,2,0,1,0,0,0,0,0,0,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.0
0438_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,438,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0
0439_01,0,0,-0.12100548648128168,3.247943118159876,-0.2121052536394466,1.4463272319044693,-0.21645227293033945,2.261929004488074,0,439,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.0
0441_01,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,0.36767725218211755,-0.26583090741520166,-0.26156102008158894,0,441,1,1,1,0,0,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
0442_01,0,0,-0.3269287368027615,0.36961651110810073,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.14490027749737014,0,442,1,1,1,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0444_01,0,1,3.424366069666493,-0.01507929575515341,-0.11675351383955648,-0.2738262777680785,-0.26583090741520166,0.5539971590208919,0,444,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.0
0444_02,0,1,2.4929787842492175,-0.2838651282377854,-0.0598770374676922,-0.2738262777680785,-0.26583090741520166,0.19476743338046204,0,444,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0
0445_01,0,0,1.7100076841504672,-0.2838651282377854,-0.2873829429551493,-0.2525020607060221,0.43869639532417193,0.255231842646673,0,445,2,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
0445_02,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2054110813606476,0.36462844359687857,-0.23666391038373735,0,445,2,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0
0446_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,446,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
0447_01,0,0,-0.3238998350615671,-0.2838651282377854,1.0425229016222655,-0.2738262777680785,-0.26583090741520166,-0.23239583443553424,0,447,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0
0448_01,0,0,0.8089094161451353,-0.2838651282377854,-0.2873829429551493,-0.2453939883520033,-0.26583090741520166,-0.23773092937078813,0,448,2,0,1,0,0,0,0,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.0
0448_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,448,2,0,1,0,0,0,0,0,0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0
0449_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,449,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
0452_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,452,1,1,1,0,0,0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0
0453_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,453,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.0
0453_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,453,3,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0
0453_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,453,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4.0
0454_01,0,1,-0.32995763854395593,2.40274011578442,-0.2873829429551493,0.3881129601999216,-0.2614221007647676,1.2753019942672201,0,454,3,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0
0454_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,454,3,0,1,0,0,0,0,0,0,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0
0454_03,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,454,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0
0456_01,0,0,-0.019495210071530746,-0.16795515385716323,0.027110514630453178,-0.22140424415718987,-0.2014623303188634,-0.2640507310513741,0,456,1,1,1,0,0,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.0
0457_01,0,0,-0.3375298928969419,-0.2838651282377854,0.9622266996855159,-0.2507250426175174,-0.26583090741520166,-0.24342169730172564,0,457,3,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0
0457_02,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,457,3,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.0
0457_03,0,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,457,3,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.0
0458_01,1,0,-0.3375298928969419,-0.2838651282377854,-0.2873829429551493,-0.2738262777680785,-0.26583090741520166,-0.5183569229651437,1,458,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0
